Iteration,Policy,Content_Request,Router,Cache_Occupancy,CMBA_Score,Latency,Cache_Hit_Ratio,Manual_Score,Net_Performance,Closeness_Centrality,Degree_Centrality,Betweenness_Centrality
33,FIFO,dog_image31.jpg,Router2,0.0,0.039495450785773364,0.12231975480716346,0.0,-4.395075178217665,-4.395075178217665,0.0931899641577061,0.038461538461538464,0.0
33,FIFO,dog_image31.jpg,Router5,0.0,0.08455481526347669,0.039503956306446854,0.0,17.66065538129259,17.66065538129259,0.10236220472440945,0.07692307692307693,0.07692307692307693
33,FIFO,dog_image31.jpg,Router8,0.0,0.11592007992007992,0.06580269794282478,0.0,12.026927911896202,12.026927911896202,0.11255411255411256,0.07692307692307693,0.14769230769230768
33,FIFO,dog_image31.jpg,Router11,0.0,0.14514285714285716,0.15613479705571215,0.0,-9.67941354964232,-9.67941354964232,0.12380952380952381,0.07692307692307693,0.2123076923076923
33,FIFO,dog_image31.jpg,Router14,0.0,0.1722223117196939,0.18673306578887833,0.0,-16.516597095628764,-16.516597095628764,0.13612565445026178,0.07692307692307693,0.27076923076923076
33,FIFO,dog_image31.jpg,Router17,0.0,0.19713527851458887,0.023189662011446795,0.0,25.116642852575964,25.116642852575964,0.14942528735632185,0.07692307692307693,0.3230769230769231
33,FIFO,dog_image31.jpg,Router20,0.0,0.21982583454281568,0.07169406282277675,0.0,13.671259330590281,13.671259330590281,0.16352201257861634,0.07692307692307693,0.36923076923076925
33,FIFO,dog_image31.jpg,Router23,0.0,0.24019388830347735,0.18335332696551138,0.0,-13.632515092273522,-13.632515092273522,0.1780821917808219,0.07692307692307693,0.40923076923076923
33,FIFO,dog_image31.jpg,Router26,0.0,0.2580854700854701,0.06677551907581811,0.0,16.048684333609575,16.048684333609575,0.1925925925925926,0.07692307692307693,0.4430769230769231
33,FIFO,dog_image31.jpg,Router27,100.0,0.37344322344322345,0.12179720297711041,6.0606060606060606,27.269147474170612,27.269147474170612,0.20634920634920634,0.11538461538461539,0.6923076923076923
33,FIFO,dog_image31.jpg,PATH_AVERAGE,10.0,0.18460192097214564,0.1037304045753689,0.6060606060606061,6.756971636837295,6.756971636837295,0.14580127503535728,0.07692307692307693,0.29446153846153844
