Iteration,Policy,Content_Request,Router,Cache_Occupancy,CMBA_Score,Latency,Cache_Hit_Ratio,Manual_Score,Net_Performance,Closeness_Centrality,Degree_Centrality,Betweenness_Centrality
9,LFU,cat_image44.jpg,Router4,0.0,0.08455481526347669,0.14515639251209161,0.0,-8.752453670118607,-8.752453670118607,0.10236220472440945,0.07692307692307693,0.07692307692307693
9,LFU,cat_image44.jpg,Router7,0.0,0.11592007992007992,0.11283283694454409,0.0,0.26939316146637626,0.26939316146637626,0.11255411255411256,0.07692307692307693,0.14769230769230768
9,LFU,cat_image44.jpg,Router10,0.0,0.14514285714285716,0.07880091394999861,0.0,9.654057226786065,9.654057226786065,0.12380952380952381,0.07692307692307693,0.2123076923076923
9,LFU,cat_image44.jpg,Router13,0.0,0.1722223117196939,0.13384308915657078,0.0,-3.2941029375518793,-3.2941029375518793,0.13612565445026178,0.07692307692307693,0.27076923076923076
9,LFU,cat_image44.jpg,Router16,0.0,0.19713527851458887,0.025155146265188496,0.0,24.62527178914054,24.62527178914054,0.14942528735632185,0.07692307692307693,0.3230769230769231
9,LFU,cat_image44.jpg,Router19,0.0,0.21982583454281568,0.07580174509700646,0.0,12.644338762032856,12.644338762032856,0.16352201257861634,0.07692307692307693,0.36923076923076925
9,LFU,cat_image44.jpg,Router22,0.0,0.24019388830347735,0.16475816576754243,0.0,-8.983724792781288,-8.983724792781288,0.1780821917808219,0.07692307692307693,0.40923076923076923
9,LFU,cat_image44.jpg,Router25,0.0,0.2580854700854701,0.11575185435474498,0.0,3.804600513877859,3.804600513877859,0.1925925925925926,0.07692307692307693,0.4430769230769231
9,LFU,cat_image44.jpg,Router27,60.0,0.37344322344322345,0.17233720095145486,0.0,5.118996465432986,5.118996465432986,0.20634920634920634,0.11538461538461539,0.6923076923076923
9,LFU,cat_image44.jpg,PATH_AVERAGE,6.666666666666667,0.20072486210396479,0.11382637166657138,0.0,3.8984862798094344,3.8984862798094344,0.15164697624398518,0.0811965811965812,0.3271794871794872
