Iteration,Policy,Content_Request,Router,Cache_Occupancy,CMBA_Score,Latency,Cache_Hit_Ratio,Manual_Score,Net_Performance,Closeness_Centrality,Degree_Centrality,Betweenness_Centrality
14,0,cat_image19.jpg,Router4,0.0,0.08455481526347669,0.13586123738026945,0.0,-6.428664887163061,-6.428664887163061,0.10236220472440945,0.07692307692307693,0.07692307692307693
14,0,cat_image19.jpg,Router7,0.0,0.11592007992007992,0.11678000878992455,0.0,-0.7173997998787405,-0.7173997998787405,0.11255411255411256,0.07692307692307693,0.14769230769230768
14,0,cat_image19.jpg,Router10,0.0,0.14514285714285716,0.14630181455140132,0.0,-7.221167923564615,-7.221167923564615,0.12380952380952381,0.07692307692307693,0.2123076923076923
14,0,cat_image19.jpg,Router13,0.0,0.1722223117196939,0.15481695425145053,0.0,-8.53756921127182,-8.53756921127182,0.13612565445026178,0.07692307692307693,0.27076923076923076
14,0,cat_image19.jpg,Router16,0.0,0.19713527851458887,0.03722645381086344,0.0,21.607444902721806,21.607444902721806,0.14942528735632185,0.07692307692307693,0.3230769230769231
14,0,cat_image19.jpg,Router19,0.0,0.21982583454281568,0.020237659857191184,0.0,26.535360071986677,26.535360071986677,0.16352201257861634,0.07692307692307693,0.36923076923076925
14,0,cat_image19.jpg,Router22,0.0,0.24019388830347735,0.12072767514501931,0.0,2.023897862849494,2.023897862849494,0.1780821917808219,0.07692307692307693,0.40923076923076923
14,0,cat_image19.jpg,Router25,0.0,0.2580854700854701,0.07852582452742228,0.0,13.111107970708531,13.111107970708531,0.1925925925925926,0.07692307692307693,0.4430769230769231
14,0,cat_image19.jpg,Router27,86.66666666666667,0.37344322344322345,0.06964034657538105,7.142857142857142,37.91225767849905,37.91225767849905,0.20634920634920634,0.11538461538461539,0.6923076923076923
14,0,cat_image19.jpg,PATH_AVERAGE,9.62962962962963,0.20072486210396479,0.09779088609876924,0.7936507936507936,8.698362962765259,8.698362962765259,0.15164697624398518,0.0811965811965812,0.3271794871794872
