Iteration,Policy,Content_Request,Router,Cache_Occupancy,CMBA_Score,Latency,Cache_Hit_Ratio,Manual_Score,Net_Performance,Closeness_Centrality,Degree_Centrality,Betweenness_Centrality
15,0,cat_image21.jpg,Router3,0.0,0.04042735042735043,0.13695826088236446,0.0,-8.026744707770606,-8.026744707770606,0.0962962962962963,0.038461538461538464,0.0
15,0,cat_image21.jpg,Router6,0.0,0.0856828885400314,0.0918361991566497,0.0,4.611436867038517,4.611436867038517,0.10612244897959183,0.07692307692307693,0.07692307692307693
15,0,cat_image21.jpg,Router9,0.0,0.1172889812889813,0.025075041929660487,0.0,22.249908956254316,22.249908956254316,0.11711711711711711,0.07692307692307693,0.14769230769230768
15,0,cat_image21.jpg,Router12,0.0,0.14680597014925373,0.0534714957327791,0.0,16.036305171282834,16.036305171282834,0.12935323383084577,0.07692307692307693,0.2123076923076923
15,0,cat_image21.jpg,Router15,0.0,0.17424175824175822,0.1375944601903144,0.0,-4.171362300325855,-4.171362300325855,0.14285714285714285,0.07692307692307693,0.27076923076923076
15,0,cat_image21.jpg,Router18,0.0,0.19958041958041958,0.04896180689363867,0.0,18.746960864002922,18.746960864002922,0.15757575757575756,0.07692307692307693,0.3230769230769231
15,0,cat_image21.jpg,Router21,0.0,0.22276923076923077,0.09867805186777276,0.0,7.013563956133732,7.013563956133732,0.17333333333333334,0.07692307692307693,0.36923076923076925
15,0,cat_image21.jpg,Router24,0.0,0.24370353733857383,0.14030312738202294,0.0,-2.764675725348522,-2.764675725348522,0.1897810218978102,0.07692307692307693,0.40923076923076923
15,0,cat_image21.jpg,Router27,93.33333333333333,0.37344322344322345,0.11905026102050602,6.666666666666667,26.774064781503537,26.774064781503537,0.20634920634920634,0.11538461538461539,0.6923076923076923
15,0,cat_image21.jpg,PATH_AVERAGE,10.37037037037037,0.17821592886431362,0.09465874500618983,0.7407407407407408,8.94105087364121,8.94105087364121,0.14653172869301126,0.07692307692307693,0.27794871794871795
