Timestamp,Content_Request,Traced_Path,Selected_Router,Avg_cmBA
2025-11-17 19:04:19.998834,dog_image14.jpg,Router8 -> Router11 -> Router14 -> Router17 -> Router20 -> Router23 -> Router26 -> Router27,Router27,0.21524611795902582
