Timestamp,Content_Request,Traced_Path,Selected_Router,Avg_cmBA
2025-11-17 19:05:00.852132,dog_image13.jpg,Router4 -> Router7 -> Router10 -> Router13 -> Router16 -> Router19 -> Router22 -> Router25 -> Router27,Router16,0.20072486210396479
