Timestamp,Content_Request,Traced_Path,Selected_Router,Avg_cmBA
2025-11-17 19:04:42.610298,cat_image4.jpg,Router3 -> Router6 -> Router9 -> Router12 -> Router15 -> Router18 -> Router21 -> Router24 -> Router27,Router27,0.17821592886431362
