Iteration,No of Clients,Total Requests,Hop Reduction,Cache Hit Ratio,Latency,Feedback Score
64,7,201,0.6875,3.9800995024875623,0.0004553191470235275,0
65,8,203,0.6875,3.9408866995073892,0.0004606707961061902,0
66,6,207,0.6875,3.864734299516908,0.0004711173147128867,0
67,7,210,0.6875,3.8095238095238098,0.00024084470133222346,0
68,8,214,0.6875,3.7383177570093453,0.00027162142614666135,0
69,8,217,0.6875,3.686635944700461,0.00026491033318064517,0
70,7,220,0.6875,3.6363636363636362,0.00013398814156006812,0
71,6,222,0.6875,3.6036036036036037,0.0004463155992830225,0
72,7,226,0.6875,3.982300884955752,0.00019797094961438488,0
73,7,228,0.6875,3.9473684210526314,0.00012501142338351552,0
74,7,231,0.6875,3.896103896103896,0.00022965201014324448,0
75,8,235,0.6875,3.829787234042553,0.00036170532619895634,0
76,8,239,0.6875,3.765690376569038,4.202817750617474e-05,0
77,7,241,0.6875,3.7344398340248963,5.1228675622377114e-05,0
78,8,244,0.6875,3.6885245901639343,0.00024297982964788337,0
79,8,248,0.6875,3.6290322580645165,0.000284281188033971,0
80,7,252,0.6875,3.571428571428571,0.00031880246206856454,0
81,7,256,0.6875,3.515625,0.0003436667878403651,0
82,8,259,0.6875,3.474903474903475,0.0003768295740297327,0
83,6,262,0.6875,3.435114503816794,0.00012739318063563972,0
84,6,266,0.6875,3.3834586466165413,0.00021459135815599944,0
85,8,270,0.6875,3.3333333333333335,0.0003102581075062287,0
86,6,272,0.6875,3.308823529411765,0.0002129655076347234,0
87,6,274,0.6875,3.64963503649635,0.00030996182974779536,0
88,6,278,0.6875,3.597122302158273,0.0002855452960269024,0
89,8,281,0.6875,3.558718861209965,0.00035152448269994575,0
90,8,283,0.6875,3.53356890459364,0.00016342393862427859,0
91,5,286,0.6875,3.4965034965034967,0.0001333231628730331,0
92,6,290,0.6875,3.793103448275862,0.00014315548009728843,0
93,8,292,0.6875,3.767123287671233,0.00024150680194347983,0
94,8,294,0.6875,3.741496598639456,0.0001816779533422593,0
95,8,298,0.6875,4.026845637583892,0.0002692185391359543,0
96,7,300,0.6875,4.0,0.00025855367180249196,0
97,8,304,0.6875,3.9473684210526314,0.00012282865733765754,0
98,8,307,0.6875,3.908794788273615,0.0002853928891806854,0
99,8,309,0.6875,3.8834951456310676,0.00014143228689125913,0
100,7,313,0.6875,3.8338658146964857,0.00011410480191113625,0
101,7,317,0.6875,3.7854889589905363,0.00026637753513832427,0
102,6,321,0.6875,3.7383177570093453,0.00028580770648954743,0
103,7,324,0.6875,4.012345679012346,0.00024756929760310086,0
104,6,328,0.6875,3.9634146341463414,0.0001671052940186688,0
105,6,330,0.6875,3.939393939393939,0.00019829271599889925,0
106,7,333,0.6875,3.903903903903904,0.00017744603776823908,0
107,8,335,0.6875,3.880597014925373,0.00013417432982327438,0
108,8,339,0.6875,3.8348082595870205,0.00014893199674360322,0
109,8,343,0.6875,4.081632653061225,0.00019223655094448253,0
110,7,347,0.6875,4.034582132564841,7.017740855935542e-05,0
111,8,351,0.6875,3.9886039886039883,8.06627270335168e-05,0
112,7,355,0.6875,3.943661971830986,0.00020697110733702406,0
113,7,359,0.6875,4.178272980501393,0.00022443839707019357,0
114,7,363,0.6875,4.132231404958678,0.000251935894024419,0
115,8,365,0.6875,4.10958904109589,0.00021373490011816914,0
116,8,367,0.6875,4.087193460490464,0.00010430995065950743,0
117,6,369,0.6875,4.0650406504065035,7.490538687101105e-05,0
118,8,373,0.6875,4.021447721179625,0.00017331989478404863,0
119,8,375,0.6875,4.0,4.061237156073743e-05,0
120,7,379,0.6875,3.95778364116095,0.00018190190660136082,0
121,7,382,0.6875,3.926701570680628,0.000244069495895947,0
122,7,385,0.6875,3.896103896103896,0.00011153993253839747,0
123,8,388,0.6875,4.123711340206185,9.836859018443964e-05,0
124,7,391,0.6875,4.092071611253197,0.0001863020102035653,0
125,6,393,0.6875,4.071246819338422,0.00010246303087035254,0
126,7,397,0.6875,4.030226700251889,0.00015592336698849139,0
127,7,401,0.6875,3.99002493765586,0.00019794638281648625,0
128,7,403,0.6875,4.218362282878412,0.0002393470774437709,0
129,7,406,0.6875,4.1871921182266005,0.00014365882878874828,0
130,6,410,0.6875,4.146341463414634,0.0001742128083702954,0
131,8,413,0.6875,4.116222760290557,7.195643176831492e-05,0
132,8,417,0.6875,4.07673860911271,9.83960426430006e-05,0
133,8,420,0.6875,4.0476190476190474,0.0001373604829437854,0
134,7,423,0.6875,4.0189125295508275,0.0001491535991918829,0
135,6,425,0.6875,4.0,6.477715319521054e-05,0
136,6,429,0.6875,4.195804195804196,0.00015139881921608152,0
137,7,433,0.6875,4.157043879907621,0.00019336788542397682,0
138,7,435,0.6875,4.137931034482759,5.255939142487564e-05,0
139,7,439,0.6875,4.328018223234624,0.0002120256767785343,0
140,8,442,0.6875,4.298642533936651,0.00018116679295545934,0
141,6,445,0.6875,4.269662921348314,0.0001069879614775582,0
142,6,447,0.6875,4.250559284116331,5.314459562886643e-05,0
143,7,451,0.6875,4.434589800443459,0.00011710691080258163,0
144,6,453,0.6875,4.415011037527594,0.00014856445874917936,0
145,8,457,0.6875,4.3763676148796495,0.00012553029995030046,0
146,8,461,0.6875,4.3383947939262475,7.365547487943495e-05,0
147,8,465,0.6875,4.301075268817205,5.367893070786223e-05,0
148,7,468,0.6875,4.273504273504273,2.756370406979709e-05,0
149,8,471,0.6875,4.45859872611465,0.000209324970826013,0
150,7,474,0.6875,4.430379746835443,0.00014631189352064087,0
151,7,476,0.6875,4.411764705882353,2.536990879248885e-05,0
152,7,479,0.6875,4.3841336116910234,7.919650703508236e-05,0
153,8,482,0.6875,4.356846473029045,7.750510280978007e-05,0
154,8,485,0.6875,4.329896907216495,9.927021068860232e-05,0
155,7,489,0.6875,4.294478527607362,0.0001690071845930245,0
156,6,491,0.6875,4.276985743380855,3.519410325516795e-05,0
157,7,494,0.6875,4.251012145748987,8.053507991594267e-05,0
158,8,496,0.6875,4.233870967741935,0.00014508618380203693,0
159,7,499,0.6875,4.208416833667335,0.00017874626968776713,0
160,7,501,0.6875,4.39121756487026,0.00012811910704607312,0
161,8,503,0.6875,4.572564612326044,0.00010538991751508603,0
162,8,506,0.6875,4.545454545454546,9.200337578452884e-05,0
163,6,509,0.6875,4.518664047151278,0.00019378778628703942,0
164,7,513,0.6875,4.483430799220272,2.9772624803539126e-05,0
165,6,517,0.6875,4.448742746615087,8.586873019058874e-05,0
166,8,521,0.6875,4.606525911708253,9.527843724828644e-05,0
167,8,524,0.6875,4.580152671755725,0.00011784472002348373,0
168,7,528,0.6875,4.545454545454546,5.728401065840951e-05,0
169,5,532,0.6875,4.511278195488721,0.00010645905101720483,0
170,7,536,0.6875,4.477611940298507,0.00014842140605509762,0
171,8,539,0.6875,4.452690166975881,6.638398610520233e-05,0
172,7,541,0.6875,4.436229205175601,5.492066457849506e-05,0
173,8,543,0.6875,4.6040515653775325,0.00010557544816907723,0
174,8,546,0.6875,4.5787545787545785,0.00014098207936816604,0
175,8,550,0.6875,4.545454545454546,6.897195971213194e-05,0
176,7,553,0.6875,4.520795660036167,5.767837285548812e-05,0
177,8,556,0.6875,4.496402877697841,8.787257365320744e-05,0
178,8,560,0.6875,4.464285714285714,5.415334058738597e-05,0
179,7,563,0.6875,4.440497335701599,4.049831656328605e-05,0
180,6,566,0.6875,4.41696113074205,8.215403896158984e-05,0
181,8,569,0.6875,4.569420035149385,3.5626180012204416e-05,0
182,6,572,0.6875,4.545454545454546,4.047108091115584e-05,0
183,7,576,0.6875,4.6875,1.748124410483638e-05,0
184,7,580,0.6875,4.655172413793104,6.07326124120977e-05,0
185,7,582,0.6875,4.639175257731959,8.151799364526432e-05,0
186,7,585,0.6875,4.615384615384616,3.140044130002816e-05,0
187,7,588,0.6875,4.591836734693878,3.029159551603016e-05,0
188,6,591,0.6875,4.568527918781726,8.054007861474809e-05,0
189,8,595,0.6875,4.53781512605042,4.5050249008160395e-05,0
190,7,599,0.6875,4.507512520868113,0.00013613479806558757,0
191,7,602,0.6875,4.485049833887043,0.0001613288505069359,0
192,6,605,0.6875,4.462809917355372,3.648915767808501e-05,0
193,7,607,0.6875,4.448105436573312,1.776999110508567e-05,0
194,8,610,0.6875,4.426229508196721,6.6956127387742e-05,0
195,8,614,0.6875,4.397394136807818,0.00014371099185449168,0
196,6,616,0.6875,4.545454545454546,5.5952008776639e-05,0
197,7,619,0.6875,4.523424878836833,3.4452960957225226e-05,0
198,6,622,0.6875,4.501607717041801,6.717113611495398e-05,0
199,7,625,0.6875,4.4799999999999995,0.00015119244000146045,0
200,7,628,0.6875,4.45859872611465,0.00014038408936105847,0
201,7,631,0.6875,4.437400950871632,7.843846716232727e-05,0
202,7,635,0.6875,4.566929133858268,0.0001513842100206945,0
203,8,639,0.6875,4.538341158059469,0.00012249844502146864,0
204,7,641,0.6875,4.6801872074882995,0.0001252882116259971,0
205,8,644,0.6875,4.813664596273292,3.212627665587977e-05,0
206,8,648,0.6875,4.938271604938271,5.23961374215133e-05,0
207,8,652,0.6875,4.9079754601226995,0.00010132127190363444,0
208,6,655,0.6875,4.885496183206107,8.811409590936787e-05,0
209,7,657,0.6875,4.87062404870624,2.0600011866244033e-05,0
210,7,660,0.6875,5.0,7.467013723667572e-05,0
211,7,664,0.6875,4.969879518072289,0.00011887762999285944,0
212,7,666,0.6875,4.954954954954955,1.5486120474517312e-05,0
213,8,668,0.6875,4.940119760479042,0.00013124853254745152,0
214,8,672,0.6875,4.910714285714286,0.00013719185270615487,0
215,8,675,0.6875,4.888888888888889,2.8034426616844095e-05,0
216,7,677,0.6875,4.874446085672083,7.287223799531957e-05,0
217,7,681,0.6875,4.992657856093979,0.00012990191631279816,0
218,7,684,0.6875,4.970760233918129,0.00012841360659536887,0
219,8,688,0.6875,4.941860465116279,0.0001245048614671603,0
220,7,690,0.6875,4.9275362318840585,0.00012326347060565856,0
221,6,693,0.6875,4.9062049062049065,0.00014424847992192894,0
222,8,696,0.6875,4.885057471264368,2.2504423322947697e-05,0
223,8,700,0.6875,4.857142857142857,5.747092247859164e-05,0
224,8,703,0.6875,4.836415362731152,7.199653441961696e-05,0
225,6,705,0.6875,4.822695035460993,2.5650886189882934e-05,0
226,8,709,0.6875,4.795486600846263,2.3089196485250042e-05,0
227,8,712,0.6875,4.775280898876404,6.876427576752039e-05,0
228,7,714,0.6875,4.901960784313726,0.00012191186789754316,0
229,6,716,0.6875,4.888268156424581,4.957588862101198e-05,0
230,8,718,0.6875,4.874651810584958,3.677073071952056e-05,0
231,8,721,0.6875,4.854368932038835,9.737281098621086e-05,0
232,6,723,0.6875,4.840940525587829,0.00010741849441223486,0
233,8,726,0.6875,4.820936639118457,3.9948026153774375e-05,0
234,8,730,0.6875,4.794520547945205,5.275450203556838e-05,0
235,8,732,0.6875,4.781420765027322,1.8555601527146298e-05,0
236,6,734,0.6875,4.768392370572207,8.384930226959635e-05,0
237,7,737,0.6875,4.74898236092266,5.0849371940241546e-05,0
238,5,740,0.6875,4.864864864864865,4.668234007443167e-05,0
239,7,743,0.6875,4.8452220726783315,0.00011775094395488559,0
240,7,746,0.6875,4.959785522788204,6.507493897479274e-05,0
241,8,748,0.6875,4.946524064171124,0.00011524586114926617,0
242,8,751,0.6875,4.92676431424767,9.79967198051577e-05,0
243,8,754,0.6875,4.907161803713528,7.75183196773575e-05,0
244,7,757,0.6875,4.887714663143989,5.3522352985862165e-05,0
245,6,760,0.6875,5.0,0.0001146170244880603,0
246,7,763,0.6875,4.980340760157274,5.180561724583771e-05,0
247,7,765,0.6875,5.098039215686274,8.372150283316169e-05,0
248,6,769,0.6875,5.071521456436931,7.898093836412679e-05,0
249,7,773,0.6875,5.17464424320828,3.986767338802412e-05,0
250,8,775,0.6875,5.290322580645161,3.3144428289161196e-05,0
251,6,779,0.6875,5.263157894736842,3.396075730982837e-05,0
252,8,781,0.6875,5.249679897567221,6.0572675503606924e-05,0
253,8,785,0.6875,5.222929936305733,4.661514882204313e-05,0
254,6,789,0.6875,5.196451204055767,6.094639553401623e-05,0
255,7,791,0.6875,5.183312262958281,1.9285276436630754e-05,0
256,8,793,0.6875,5.170239596469105,6.018753620376644e-05,0
257,8,797,0.6875,5.269761606022585,0.00011337086873249057,0
258,7,800,0.6875,5.25,2.1105258298018267e-05,0
259,8,804,0.6875,5.223880597014925,6.786149188847298e-05,0
260,6,807,0.6875,5.204460966542751,4.03759506214915e-05,0
261,7,811,0.6875,5.178791615289765,7.976486427033205e-05,0
262,4,815,0.6875,5.153374233128835,2.952133960594689e-05,0
263,7,818,0.6875,5.134474327628362,9.533972548740198e-05,0
264,8,821,0.6875,5.115712545676005,2.466166096150245e-05,0
265,8,824,0.6875,5.097087378640777,2.875691302957792e-05,0
266,8,828,0.6875,5.072463768115942,9.997395118488921e-05,0
267,6,832,0.6875,5.048076923076923,3.9303632436997466e-05,0
268,8,835,0.6875,5.029940119760479,6.709043165491373e-05,0
269,8,838,0.6875,5.011933174224343,7.613208285361212e-05,0
270,7,840,0.6875,5.0,0.0001055161386758127,0
271,8,844,0.6875,4.976303317535545,3.519664100967346e-05,0
272,8,848,0.6875,4.952830188679245,7.300728949821449e-05,0
273,6,851,0.6875,4.935370152761457,3.601523909625047e-05,0
274,7,855,0.6875,4.912280701754386,3.339858162096573e-05,0
275,6,859,0.6875,5.005820721769499,1.936435794539386e-05,0
276,7,861,0.6875,4.994192799070848,9.650017067040424e-05,0
277,7,864,0.6875,4.976851851851852,8.652175767860202e-05,0
278,8,866,0.6875,4.965357967667437,2.3413703529499798e-05,0
279,7,869,0.6875,4.9482163406214035,1.1705604165460965e-05,0
280,7,873,0.6875,5.040091638029782,6.35540739347246e-05,0
281,7,876,0.6875,5.0228310502283104,7.312547164713017e-05,0
282,8,880,0.6875,5.0,2.599733794960244e-05,0
283,8,884,0.6875,4.97737556561086,1.927245807628602e-05,0
284,7,887,0.6875,5.0732807215332585,7.35400002712071e-05,0
285,7,891,0.6875,5.05050505050505,4.997762095052329e-05,0
286,6,893,0.6875,5.039193729003359,5.248649167863549e-05,0
287,8,897,0.6875,5.016722408026756,7.492452742477969e-05,0
288,8,900,0.6875,5.0,9.50401131595529e-05,0
289,8,904,0.6875,4.977876106194691,4.49253879662701e-05,0
290,7,906,0.6875,4.966887417218543,9.333812700460318e-05,0
291,6,910,0.6875,4.945054945054945,4.084300818722777e-05,0
292,7,914,0.6875,4.923413566739606,2.5361065755676217e-05,0
293,7,916,0.6875,4.912663755458515,4.805834219754551e-05,0
294,8,919,0.6875,4.896626768226333,4.793431921811607e-05,0
295,8,921,0.6875,4.88599348534202,5.887609730382221e-05,0
296,8,924,0.6875,4.870129870129871,5.669931510184843e-05,0
297,7,928,0.6875,4.849137931034483,6.411021487792223e-05,0
298,8,930,0.6875,4.838709677419355,0.00010426372293384613,0
299,7,933,0.6875,4.823151125401929,7.38749771363136e-05,0
300,7,936,0.6875,4.807692307692308,1.4027825760837453e-05,0
301,7,940,0.6875,4.787234042553192,6.050249760642877e-05,0
302,8,943,0.6875,4.7720042417815485,2.8697366557087136e-05,0
303,7,945,0.6875,4.867724867724868,4.837342964660781e-05,0
304,7,949,0.6875,4.847207586933614,7.345955579039482e-05,0
305,7,953,0.6875,4.826862539349422,3.364661818976387e-05,0
306,6,955,0.6875,4.81675392670157,2.070027313388036e-05,0
307,8,958,0.6875,4.906054279749479,5.594410425655782e-05,0
308,7,962,0.6875,4.885654885654886,8.427053096904552e-05,0
309,8,966,0.6875,4.865424430641822,2.5941213517496975e-05,0
310,7,968,0.6875,4.855371900826446,9.826975311370495e-05,0
311,7,972,0.6875,4.8353909465020575,4.103273934799861e-05,0
312,8,976,0.6875,4.815573770491803,6.28525536921732e-05,0
313,8,979,0.6875,4.800817160367722,9.839043248113029e-05,0
314,7,983,0.6875,4.781281790437437,2.863404906595929e-05,0
315,8,985,0.6875,4.771573604060913,7.043596576805647e-05,0
316,8,988,0.6875,4.757085020242915,5.753580933580536e-05,0
317,7,992,0.6875,4.737903225806452,5.052144627295584e-05,0
318,8,995,0.6875,4.723618090452261,9.861942753059736e-05,0
319,7,999,0.6875,4.804804804804805,3.6920660590652796e-05,0
320,6,1002,0.6875,4.790419161676647,5.3806104313116555e-05,0
321,8,1006,0.6875,4.870775347912525,6.099740869493346e-05,0
322,8,1009,0.6875,4.856293359762141,2.8770425319577813e-05,0
323,6,1013,0.6875,4.8371174728529125,7.927793450591661e-05,0
324,8,1016,0.6875,4.822834645669291,1.45102876210095e-05,0
325,8,1019,0.6875,4.808635917566241,6.893761044580914e-05,0
326,8,1023,0.6875,4.789833822091887,2.0564460122248874e-05,0
327,8,1025,0.6875,4.878048780487805,3.6551610340002344e-05,0
328,8,1028,0.6875,4.863813229571985,8.27577214397411e-05,0
329,8,1032,0.6875,4.844961240310078,4.7278712946988566e-05,0
330,7,1036,0.6875,4.826254826254826,3.222394684553681e-05,0
331,6,1040,0.6875,4.903846153846154,8.619440001990465e-05,0
332,7,1042,0.6875,4.894433781190019,3.1458784598778575e-05,0
333,8,1044,0.6875,4.885057471264368,3.920355239988602e-05,0
334,7,1048,0.6875,4.866412213740458,6.430383310409954e-05,0
335,7,1051,0.6875,4.8525214081826835,1.0011205321179725e-05,0
336,8,1055,0.6875,4.834123222748815,2.2705470705812747e-05,0
337,7,1059,0.6875,4.815864022662889,7.98074674562642e-05,0
338,8,1063,0.6875,4.797742238946378,5.027864264907791e-05,0
339,8,1066,0.6875,4.878048780487805,4.490613055882401e-05,0
340,7,1070,0.6875,4.859813084112149,3.2486618465184454e-05,0
341,7,1072,0.6875,4.850746268656716,7.111488776071376e-05,0
342,7,1074,0.6875,4.8417132216014895,8.908474192638098e-05,0
343,5,1077,0.6875,4.828226555246054,4.375755281674672e-05,0
344,6,1080,0.6875,4.814814814814815,8.456618801502349e-05,0
345,8,1083,0.6875,4.801477377654663,6.676836347949482e-05,0
346,7,1087,0.6875,4.783808647654094,8.211348087293264e-05,0
347,6,1089,0.6875,4.775022956841139,7.42749459748577e-05,0
348,7,1091,0.6875,4.766269477543538,8.974188675960132e-05,0
349,7,1094,0.6875,4.753199268738574,8.764476107363021e-05,0
350,7,1096,0.6875,4.744525547445255,4.158340864859385e-05,0
351,8,1099,0.6875,4.822565969062785,6.329390448699299e-05,0
352,8,1101,0.6875,4.813805631244324,9.046139055022114e-05,0
353,6,1105,0.6875,4.796380090497738,2.5210194759145098e-05,0
354,7,1108,0.6875,4.783393501805054,4.997000286413652e-05,0
355,7,1112,0.6875,4.766187050359712,1.9420007308023395e-05,0
356,8,1115,0.6875,4.753363228699552,8.0857238695232e-05,0
357,5,1119,0.6875,4.736371760500447,3.3748064854887875e-05,0
358,8,1121,0.6875,4.727921498661909,1.0168374178925906e-05,0
359,7,1123,0.6875,4.719501335707925,1.1902482739338733e-05,0
360,8,1127,0.6875,4.702750665483585,2.1753784921876702e-05,0
361,7,1129,0.6875,4.694419840566874,5.646304231468127e-05,0
362,6,1132,0.6875,4.681978798586572,4.0718039468029877e-05,0
363,7,1134,0.6875,4.673721340388007,8.549999844133052e-05,0
364,5,1138,0.6875,4.657293497363796,3.4267271845928874e-05,0
365,6,1142,0.6875,4.640980735551663,3.518677095098921e-05,0
366,7,1146,0.6875,4.62478184991274,7.03582211641117e-05,0
367,5,1150,0.6875,4.608695652173913,8.621907723671012e-05,0
368,7,1153,0.6875,4.5967042497831745,7.848250632292116e-05,0
369,8,1155,0.6875,4.588744588744588,1.6212667793747065e-05,0
370,6,1158,0.6875,4.66321243523316,8.59222531686047e-05,0
371,8,1160,0.6875,4.741379310344827,2.5385044574116305e-05,0
372,8,1163,0.6875,4.729148753224419,5.733107898961555e-05,0
373,7,1167,0.6875,4.712939160239932,3.85925636313051e-05,0
374,8,1169,0.6875,4.704875962360992,6.3053200896526e-05,0
375,8,1173,0.6875,4.6888320545609545,3.942348876852076e-05,0
376,7,1175,0.6875,4.680851063829787,5.6838661544486495e-05,0
377,8,1177,0.6875,4.672897196261682,2.9387016384134987e-05,0
378,8,1181,0.6875,4.657070279424217,1.2589925345847797e-05,0
379,8,1184,0.6875,4.64527027027027,7.977717372300373e-05,0
380,8,1186,0.6875,4.721753794266442,4.8619294258434036e-05,0
381,7,1189,0.6875,4.7098402018502945,7.371211027714461e-05,0
382,6,1193,0.6875,4.694048616932104,3.045219306727481e-05,0
383,8,1197,0.6875,4.678362573099415,2.6824194843335388e-05,0
384,8,1200,0.6875,4.666666666666667,5.27450478278864e-05,0
385,8,1204,0.6875,4.651162790697675,3.437937369532919e-05,0
386,7,1208,0.6875,4.635761589403973,1.7582765929962323e-05,0
387,8,1211,0.6875,4.624277456647398,7.574952383976967e-05,0
388,6,1215,0.6875,4.609053497942387,3.676871169676679e-05,0
389,8,1219,0.6875,4.5939294503691555,7.829450939196033e-05,0
390,7,1223,0.6875,4.578904333605887,1.6407150506309215e-05,0
391,7,1225,0.6875,4.571428571428571,3.342537807548222e-05,0
392,7,1229,0.6875,4.637917005695687,4.43331125819269e-05,0
393,8,1232,0.6875,4.626623376623376,7.103591148564553e-05,0
394,7,1236,0.6875,4.611650485436893,1.138987755798016e-05,0
395,8,1240,0.6875,4.596774193548387,5.2558382871796e-05,0
396,6,1243,0.6875,4.585679806918745,6.742025796032423e-05,0
397,7,1247,0.6875,4.570970328789094,2.1724490830794554e-05,0
398,6,1249,0.6875,4.643714971977582,2.2799526441023634e-05,0
399,7,1253,0.6875,4.628890662410216,5.3877505136221107e-05,0
400,8,1256,0.6875,4.617834394904459,3.912469062376316e-05,0
401,8,1260,0.6875,4.682539682539683,3.1336962289592905e-05,0
402,8,1262,0.6875,4.754358161648177,1.285192923794469e-05,0
403,7,1266,0.6875,4.739336492890995,6.067113754384246e-05,0
404,7,1269,0.6875,4.7281323877068555,1.487078457958809e-05,0
405,6,1273,0.6875,4.713275726630008,1.7605348294398732e-05,0
406,7,1276,0.6875,4.702194357366771,9.232031965209531e-06,0
407,7,1280,0.6875,4.765625,5.104967745402832e-05,0
408,6,1282,0.6875,4.83619344773791,7.29106411010676e-05,0
409,8,1284,0.6875,4.8286604361370715,5.764830098670884e-05,0
410,7,1288,0.6875,4.891304347826087,5.689762396290962e-05,0
411,8,1291,0.6875,4.95739736638265,4.994042055000698e-05,0
412,7,1293,0.6875,4.949729311678268,2.599003539305109e-05,0
413,6,1297,0.6875,4.934464148033924,3.8146555444137615e-05,0
414,6,1301,0.6875,4.996156802459646,6.665728542724703e-05,0
415,7,1303,0.6875,4.98848810437452,2.365489817215641e-05,0
416,7,1307,0.6875,4.973221117061974,5.56711914274559e-05,0
417,7,1309,0.6875,4.965622612681436,5.3799851347614846e-05,0
418,7,1313,0.6875,4.9504950495049505,3.408306040777866e-05,0
419,7,1317,0.6875,4.935459377372816,4.044400425263809e-05,0
420,7,1320,0.6875,4.924242424242424,3.590508032790452e-05,0
421,8,1322,0.6875,4.9167927382753405,3.4427150832960665e-05,0
422,7,1325,0.6875,4.905660377358491,6.040274541910988e-05,0
423,8,1327,0.6875,4.898266767143934,3.6184693359508776e-05,0
424,8,1330,0.6875,4.887218045112782,6.636536391173293e-05,0
425,8,1334,0.6875,4.872563718140929,1.0813973181035637e-05,0
426,8,1337,0.6875,4.861630516080777,2.6544254767806463e-05,0
427,8,1339,0.6875,4.854368932038835,3.420895846748329e-05,0
428,5,1342,0.6875,4.843517138599106,1.9721445546216715e-05,0
429,7,1345,0.6875,4.83271375464684,2.5630764541432574e-05,0
430,7,1348,0.6875,4.821958456973293,4.126819256902994e-05,0
431,7,1351,0.6875,4.811250925240563,6.0917137061174896e-05,0
432,7,1354,0.6875,4.800590841949778,1.4908220796341187e-05,0
433,7,1358,0.6875,4.786450662739323,8.8920880969386e-06,0
434,8,1361,0.6875,4.775900073475386,6.49438515863897e-05,0
