Content,ID
cat_image4.jpg,116
cat_image49.jpg,119
dog_image15.jpg,187
cat_image42.jpg,124
cat_image28.jpg,107
cat_image24.jpg,143
cat_image19.jpg,140
dog_image11.jpg,181
dog_image42.jpg,159
dog_image35.jpg,177
cat_image9.jpg,133
dog_image21.jpg,178
cat_image33.jpg,148
dog_image18.jpg,166
cat_image1.jpg,101
