Iteration,No of Clients,Total Requests,Hop Reduction,Cache Hit Ratio,Latency,Feedback Score
34,8,116,0.6875,5.172413793103448,0.0007686795754472973,0
35,7,120,0.6875,5.0,0.0005880793251450638,0
36,8,124,0.6875,5.64516129032258,0.0006280706296072362,0
37,5,128,0.6875,5.46875,0.0005593565521812587,0
38,7,132,0.6875,5.303030303030303,0.0005802973134239443,0
39,8,134,0.6875,5.223880597014925,0.000247349134722107,0
40,8,137,0.6875,5.109489051094891,0.00011928355039659472,0
41,8,141,0.6875,4.964539007092199,0.00032391726368991274,0
42,7,144,0.6875,4.861111111111112,0.00026382892353985795,0
43,7,148,0.6875,4.72972972972973,0.000675453720431581,0
44,7,151,0.6875,4.635761589403973,0.00016186499560709588,0
45,8,154,0.6875,4.545454545454546,0.0001560535470037086,0
46,8,158,0.6875,4.430379746835443,0.00025961192431943396,0
47,8,162,0.6875,4.320987654320987,0.0005937321024955599,0
48,7,164,0.6875,4.2682926829268295,0.00018042794638969937,0
49,8,168,0.6875,4.166666666666666,0.0005611940198605444,0
50,7,170,0.6875,4.117647058823529,0.0004418996974557819,0
51,7,173,0.6875,4.046242774566474,0.0004306164680093795,0
52,7,176,0.6875,3.977272727272727,0.0005472642153964661,0
53,8,180,0.6875,3.888888888888889,0.00028322354299873293,0
54,7,183,0.6875,4.371584699453552,0.0001903262400580553,0
55,8,187,0.6875,4.27807486631016,0.00045161362211349566,0
56,6,189,0.6875,4.232804232804233,0.0003347282718717891,0
57,8,193,0.6875,4.145077720207254,0.0004063879904900968,0
58,7,197,0.6875,4.060913705583756,0.00044201090516730895,0
59,8,200,0.6875,4.0,0.00018727002679071202,0
60,8,203,0.6875,3.9408866995073892,0.0004268015886314535,0
61,8,205,0.6875,3.902439024390244,0.00013602450969762314,0
62,7,207,0.6875,4.3478260869565215,0.0002909983834124326,0
63,8,210,0.6875,4.285714285714286,0.000130387971926053,0
64,8,214,0.6875,4.205607476635514,0.0004174449836683291,0
65,8,218,0.6875,4.128440366972478,0.00023018932575053744,0
66,8,220,0.6875,4.090909090909091,8.795362117491973e-05,0
67,8,222,0.6875,4.054054054054054,0.00024255667103249004,0
68,7,226,0.6875,3.982300884955752,0.0004213186739800085,0
69,7,228,0.6875,3.9473684210526314,0.0002799795765736015,0
70,8,230,0.6875,3.91304347826087,0.00031030491129387143,0
71,7,233,0.6875,3.862660944206009,4.993474023990906e-05,0
72,5,237,0.6875,3.79746835443038,0.00017045644527349435,0
73,7,241,0.6875,3.7344398340248963,0.00040938374259567823,0
74,6,244,0.6875,4.098360655737705,0.00019770695640370376,0
75,8,247,0.6875,4.048582995951417,9.61205689806555e-05,0
76,7,249,0.6875,4.016064257028113,0.00015565006945392695,0
77,8,253,0.6875,3.9525691699604746,0.00036116492379798963,0
78,8,257,0.6875,3.8910505836575875,0.00031055550528172473,0
79,7,259,0.6875,3.861003861003861,0.000125841383688516,0
80,6,263,0.6875,3.802281368821293,0.0002096170632784558,0
81,7,266,0.6875,3.7593984962406015,9.159878133771856e-05,0
82,6,270,0.6875,3.7037037037037033,0.00016851925711000606,0
83,8,273,0.6875,3.6630036630036633,0.00020274051428660741,0
84,6,276,0.6875,3.6231884057971016,0.0001882344752820875,0
85,7,280,0.6875,3.9285714285714284,0.00033318500537645184,0
86,6,283,0.6875,4.240282685512367,0.00019188036078985815,0
87,5,286,0.6875,4.545454545454546,4.473517442585027e-05,0
88,8,288,0.6875,4.861111111111112,0.00012117038559304006,0
89,8,292,0.6875,4.794520547945205,0.00012318503180880954,0
90,7,294,0.6875,4.761904761904762,0.00016660319657920786,0
91,6,298,0.6875,4.697986577181208,9.235582481444525e-05,0
92,8,302,0.6875,4.635761589403973,0.000258150226041797,0
93,7,306,0.6875,4.57516339869281,0.00016356110145663633,0
94,7,309,0.6875,4.53074433656958,0.00030582006103740933,0
95,7,313,0.6875,4.472843450479233,0.00024918871011838024,0
96,8,315,0.6875,4.444444444444445,0.0002166560208767142,0
97,8,319,0.6875,4.38871473354232,0.00017855797219787597,0
98,7,322,0.6875,4.3478260869565215,8.183711521804016e-05,0
99,7,326,0.6875,4.294478527607362,0.0003049654126087492,0
100,8,329,0.6875,4.25531914893617,0.0002250675585478806,0
101,8,331,0.6875,4.229607250755287,0.00024184519827577907,0
102,7,334,0.6875,4.191616766467066,0.00026491904790268184,0
103,7,337,0.6875,4.154302670623145,9.960691517837226e-05,0
104,8,339,0.6875,4.129793510324483,7.007753482293064e-05,0
105,7,342,0.6875,4.093567251461988,0.0002089384721200511,0
106,7,346,0.6875,4.046242774566474,0.00020400121021637584,0
107,8,349,0.6875,4.011461318051576,0.0001464425209011208,0
108,8,352,0.6875,4.261363636363636,4.680509077945575e-05,0
109,8,356,0.6875,4.213483146067416,4.647216824938683e-05,0
110,8,360,0.6875,4.166666666666666,4.456954902855372e-05,0
111,8,362,0.6875,4.143646408839778,0.00018212562281016143,0
112,6,365,0.6875,4.10958904109589,0.00019695901625636856,0
113,7,367,0.6875,4.087193460490464,0.00015672029829486153,0
114,8,370,0.6875,4.054054054054054,2.9750519102198026e-05,0
115,8,372,0.6875,4.032258064516129,0.00025832863106515,0
116,8,374,0.6875,4.27807486631016,0.00018632028250161609,0
117,8,378,0.6875,4.497354497354497,0.0001350523248588473,0
118,8,382,0.6875,4.450261780104712,4.920796899962246e-05,0
119,5,385,0.6875,4.415584415584416,0.00025356833823793573,0
120,7,387,0.6875,4.3927648578811365,0.00022331354590809658,0
121,8,389,0.6875,4.370179948586118,8.638933681144758e-05,0
122,7,393,0.6875,4.580152671755725,3.4991293354809815e-05,0
123,7,396,0.6875,4.545454545454546,0.00016040322927888572,0
124,8,400,0.6875,4.5,0.00010474720908499267,0
125,6,403,0.6875,4.466501240694789,0.0001828392921206751,0
126,8,406,0.6875,4.433497536945813,8.878179281746495e-05,0
127,8,410,0.6875,4.390243902439024,0.00013762360185705274,0
128,7,413,0.6875,4.358353510895883,0.00012895165338463563,0
129,7,416,0.6875,4.326923076923077,0.00016375534021406798,0
130,8,419,0.6875,4.295942720763723,0.00012790959572836903,0
131,6,422,0.6875,4.265402843601896,2.773072776033756e-05,0
132,6,424,0.6875,4.245283018867925,0.0001643591978338679,0
133,8,427,0.6875,4.215456674473068,2.8641829105333802e-05,0
134,7,431,0.6875,4.176334106728538,3.212976800924639e-05,0
135,8,433,0.6875,4.157043879907621,0.00022511047467997842,0
136,8,436,0.6875,4.128440366972478,0.00018779856377758785,0
137,7,440,0.6875,4.090909090909091,4.866659202670224e-05,0
138,7,443,0.6875,4.063205417607223,0.0001751200136304951,0
139,7,447,0.6875,4.026845637583892,0.00011989357460215828,0
140,6,450,0.6875,4.222222222222222,2.268434104352898e-05,0
141,8,454,0.6875,4.185022026431718,0.0001500121036534047,0
142,8,456,0.6875,4.166666666666666,8.85886649739132e-05,0
143,8,460,0.6875,4.3478260869565215,0.0001420339605572552,0
144,8,464,0.6875,4.310344827586207,0.00019427707851518103,0
145,7,467,0.6875,4.282655246252676,5.865686639831865e-05,0
146,7,470,0.6875,4.25531914893617,6.319780310161558e-05,0
147,7,474,0.6875,4.219409282700422,0.00010691904900477475,0
148,8,476,0.6875,4.201680672268908,0.00020653311122771121,0
149,7,478,0.6875,4.184100418410042,0.00017957320141922885,0
150,8,482,0.6875,4.356846473029045,4.8874646421626906e-05,0
151,7,485,0.6875,4.329896907216495,0.00020215721783075626,0
152,8,488,0.6875,4.30327868852459,9.381032414742322e-05,0
153,6,491,0.6875,4.276985743380855,8.068971952386756e-05,0
154,7,495,0.6875,4.242424242424243,0.00015469419641712202,0
155,7,498,0.6875,4.417670682730924,0.00013838414422836202,0
156,8,502,0.6875,4.382470119521913,0.00018653721807960176,0
157,7,506,0.6875,4.3478260869565215,3.271445483367853e-05,0
158,7,510,0.6875,4.313725490196078,7.696933018696948e-05,0
159,7,514,0.6875,4.280155642023346,6.526901752665493e-05,0
160,6,518,0.6875,4.247104247104247,2.629282539292871e-05,0
161,8,521,0.6875,4.222648752399232,0.00018209900734779256,0
162,7,524,0.6875,4.198473282442748,1.9160457721983393e-05,0
163,8,528,0.6875,4.166666666666666,0.00010604217327154182,0
164,8,530,0.6875,4.150943396226415,3.1811587044623366e-05,0
165,8,533,0.6875,4.127579737335835,0.00010932714633802226,0
166,8,536,0.6875,4.104477611940299,0.00017936495881156337,0
167,8,540,0.6875,4.074074074074074,0.0001552206611841439,0
168,8,544,0.6875,4.044117647058823,0.00011861093682563057,0
169,7,548,0.6875,4.014598540145985,0.00017656361563108812,0
170,7,552,0.6875,3.985507246376811,0.0001251315166713324,0
171,7,554,0.6875,3.9711191335740073,0.00017884304864254695,0
172,5,558,0.6875,3.942652329749104,4.6476757735407955e-05,0
173,5,562,0.6875,3.9145907473309607,3.972763591266196e-05,0
174,7,565,0.6875,3.893805309734513,9.586642903215906e-05,0
175,8,569,0.6875,3.8664323374340945,2.5225239974594066e-05,0
176,7,571,0.6875,3.852889667250438,0.00011270435487403287,0
177,8,574,0.6875,3.8327526132404177,8.661224695443341e-05,0
178,8,577,0.6875,3.8128249566724435,0.00012844970102898442,0
179,8,580,0.6875,3.9655172413793105,2.8050329494378438e-05,0
180,7,583,0.6875,3.9451114922813035,0.00010200849324097864,0
181,7,586,0.6875,3.9249146757679183,0.00010209975992188783,0
182,6,588,0.6875,3.9115646258503403,0.00014327936970203923,0
183,7,592,0.6875,3.885135135135135,0.00012304199563096112,0
184,6,596,0.6875,3.859060402684564,9.270836894056502e-05,0
185,8,600,0.6875,3.833333333333333,9.389675652361452e-05,0
186,6,604,0.6875,3.80794701986755,0.00011267261002739124,0
187,8,608,0.6875,3.7828947368421053,0.00010984189778014048,0
188,6,612,0.6875,3.758169934640523,6.567359931274598e-05,0
189,7,614,0.6875,3.7459283387622153,2.1101897870992396e-05,0
190,8,618,0.6875,3.7216828478964405,6.808780142883134e-05,0
191,8,621,0.6875,3.7037037037037033,8.097839514764966e-05,0
192,7,624,0.6875,3.8461538461538463,8.501288096601522e-05,0
193,7,628,0.6875,3.821656050955414,0.00014716942158439923,0
194,8,632,0.6875,3.79746835443038,0.00011209649139395587,0
195,8,636,0.6875,3.7735849056603774,9.451901110131863e-05,0
196,5,638,0.6875,3.761755485893417,0.00011183979201349839,0
197,7,641,0.6875,3.74414976599064,7.883490669097368e-05,0
198,8,644,0.6875,3.7267080745341614,1.9075307508048664e-05,0
199,8,648,0.6875,3.7037037037037033,2.4296149999569466e-05,0
200,8,650,0.6875,3.8461538461538463,0.00013934516371798391,0
201,8,653,0.6875,3.828483920367534,4.9391564750409105e-05,0
202,6,656,0.6875,3.8109756097560976,2.5896185240898532e-05,0
203,7,659,0.6875,3.9453717754172986,0.00011841699656364871,0
204,8,662,0.6875,3.927492447129909,0.00011445907351426267,0
205,7,664,0.6875,3.91566265060241,7.959796116363335e-05,0
206,8,666,0.6875,3.903903903903904,0.0001473678560018654,0
207,8,670,0.6875,3.880597014925373,0.00011037372434230056,0
208,6,672,0.6875,3.869047619047619,3.297799553201455e-05,0
209,8,676,0.6875,3.8461538461538463,4.2038806314203854e-05,0
210,8,679,0.6875,3.829160530191458,3.05915853484019e-05,0
211,8,683,0.6875,3.806734992679356,7.106848761880611e-05,0
212,8,685,0.6875,3.795620437956204,0.00010602278185536591,0
213,8,689,0.6875,3.7735849056603774,8.912660520194042e-05,0
214,6,691,0.6875,3.907380607814761,0.00010060370947986688,0
215,6,695,0.6875,3.884892086330935,0.00010947597588747777,0
216,8,699,0.6875,4.005722460658083,0.0001031080394608025,0
217,7,701,0.6875,3.9942938659058487,6.234633231379736e-05,0
218,5,704,0.6875,3.977272727272727,0.00011317014023989033,0
219,7,708,0.6875,3.954802259887006,6.397843077025903e-05,0
220,8,712,0.6875,3.932584269662921,0.0001033800841771607,0
221,8,716,0.6875,3.910614525139665,5.1275247338943136e-05,0
222,8,719,0.6875,3.8942976356050067,3.119089083043971e-05,0
223,6,721,0.6875,3.8834951456310676,4.472962063097231e-05,0
224,8,723,0.6875,3.872752420470263,2.844773670925076e-05,0
225,8,726,0.6875,3.8567493112947657,8.588944336037538e-05,0
226,8,728,0.6875,3.8461538461538463,5.72813061135016e-05,0
227,8,732,0.6875,3.9617486338797816,0.00012945928005482022,0
228,7,735,0.6875,4.081632653061225,0.00011492613112193426,0
229,8,739,0.6875,4.059539918809202,4.7255550604627505e-05,0
230,8,742,0.6875,4.0431266846361185,1.8642802502597766e-05,0
231,7,745,0.6875,4.026845637583892,4.276038870491791e-05,0
232,6,749,0.6875,4.005340453938585,6.820833985838599e-05,0
233,8,751,0.6875,4.1278295605858855,1.4302705918868795e-05,0
234,7,753,0.6875,4.249667994687915,2.3580100684651644e-05,0
235,8,756,0.6875,4.232804232804233,5.1762476789434794e-05,0
236,5,760,0.6875,4.2105263157894735,0.00012392682142938562,0
237,8,764,0.6875,4.18848167539267,3.394672240205906e-05,0
238,8,766,0.6875,4.177545691906006,5.402348637272217e-05,0
239,7,768,0.6875,4.166666666666666,8.217960851763227e-05,0
240,7,772,0.6875,4.145077720207254,0.00012935972049846087,0
241,8,776,0.6875,4.123711340206185,7.919812860457264e-05,0
242,7,778,0.6875,4.113110539845758,9.403989075243856e-05,0
243,7,780,0.6875,4.102564102564102,0.00012231821329055398,0
244,5,782,0.6875,4.092071611253197,5.7955823240698914e-05,0
245,8,785,0.6875,4.076433121019108,0.00011546723706327503,0
246,8,789,0.6875,4.182509505703422,6.918125173157294e-05,0
247,7,792,0.6875,4.166666666666666,5.7115901829831906e-05,0
248,7,795,0.6875,4.150943396226415,6.546582255369077e-05,0
249,8,798,0.6875,4.135338345864661,0.00010665306492036242,0
250,7,801,0.6875,4.119850187265917,1.7251340002996265e-05,0
251,7,803,0.6875,4.10958904109589,6.948463372765197e-05,0
252,7,807,0.6875,4.089219330855019,3.239335131034268e-05,0
253,6,810,0.6875,4.074074074074074,5.97962811017457e-05,0
254,8,813,0.6875,4.059040590405904,7.222870829779058e-05,0
255,8,816,0.6875,4.044117647058823,0.00011645524033314323,0
256,4,818,0.6875,4.034229828850855,8.051867459394397e-05,0
257,6,821,0.6875,4.019488428745433,8.207158257550445e-05,0
258,8,825,0.6875,4.0,0.00010797471761411576,0
259,7,829,0.6875,4.101326899879373,6.491772820379794e-05,0
260,8,833,0.6875,4.081632653061225,4.906194092594845e-05,0
261,7,835,0.6875,4.07185628742515,5.675804480916608e-05,0
262,6,838,0.6875,4.05727923627685,2.7837409553337483e-05,0
263,8,842,0.6875,4.156769596199525,0.00010009672938586799,0
264,7,846,0.6875,4.137115839243498,6.918438797527816e-05,0
265,7,850,0.6875,4.235294117647059,4.255861106671721e-05,0
266,8,854,0.6875,4.215456674473068,8.769448721345887e-05,0
267,8,857,0.6875,4.3173862310385065,0.00010660979615262878,0
268,7,861,0.6875,4.29732868757259,6.662763849320622e-05,0
269,8,863,0.6875,4.40324449594438,9.094980041076444e-05,0
270,8,865,0.6875,4.393063583815029,8.579719150351861e-05,0
271,7,868,0.6875,4.377880184331797,8.119616339378493e-05,0
272,7,871,0.6875,4.3628013777267505,4.015919599799233e-05,0
273,8,875,0.6875,4.3428571428571425,8.587427790521858e-05,0
274,7,877,0.6875,4.4469783352337515,4.552894226481851e-05,0
275,6,881,0.6875,4.426787741203178,9.605508062298694e-05,0
276,8,885,0.6875,4.519774011299435,5.6078670407305395e-05,0
277,7,889,0.6875,4.499437570303712,5.500211282541852e-05,0
278,7,893,0.6875,4.479283314669653,9.720941289249293e-05,0
279,6,897,0.6875,4.459308807134894,6.77573668369461e-05,0
280,8,899,0.6875,4.4493882091212456,1.3019140553313036e-05,0
281,7,902,0.6875,4.434589800443459,1.818687009689778e-05,0
282,8,906,0.6875,4.415011037527594,4.97160928070693e-05,0
283,5,909,0.6875,4.400440044004401,8.289024993872156e-05,0
284,8,911,0.6875,4.390779363336993,4.851129518079647e-05,0
285,7,913,0.6875,4.381161007667032,0.00010880212068967454,0
286,7,916,0.6875,4.366812227074235,0.0001011853990428565,0
287,7,919,0.6875,4.352557127312296,8.221475423249464e-05,0
288,7,921,0.6875,4.451682953311618,9.657261104675933e-05,0
289,7,924,0.6875,4.437229437229438,6.21549866684788e-05,0
290,8,927,0.6875,4.4228694714131604,4.9368784437690286e-05,0
291,8,931,0.6875,4.403866809881848,5.4171691348642404e-05,0
292,8,934,0.6875,4.389721627408994,2.786318100443057e-05,0
293,8,938,0.6875,4.477611940298507,4.256476322137138e-05,0
294,8,941,0.6875,4.463336875664187,8.16536950114239e-05,0
295,7,945,0.6875,4.444444444444445,1.4552873438632732e-05,0
296,7,949,0.6875,4.425711275026344,1.1313349876316402e-05,0
297,7,952,0.6875,4.411764705882353,5.0341071091486394e-05,0
298,8,955,0.6875,4.397905759162303,5.8080230961031394e-05,0
299,7,957,0.6875,4.38871473354232,2.151305497945035e-05,0
300,8,961,0.6875,4.37044745057232,7.462912017401479e-05,0
301,8,964,0.6875,4.356846473029045,7.799772820824172e-05,0
302,7,968,0.6875,4.4421487603305785,7.800102127848805e-05,0
303,7,971,0.6875,4.42842430484037,8.217962424588925e-05,0
304,7,975,0.6875,4.41025641025641,2.8275265440868687e-05,0
305,8,979,0.6875,4.39223697650664,7.797363665384189e-05,0
306,7,983,0.6875,4.374364191251272,8.537247522280048e-05,0
307,8,987,0.6875,4.356636271529888,6.305966416025416e-05,0
308,8,990,0.6875,4.343434343434343,7.321264942215943e-05,0
309,8,994,0.6875,4.325955734406438,9.011662186386543e-05,0
310,8,998,0.6875,4.308617234468938,6.682096761561498e-05,0
311,8,1002,0.6875,4.291417165668663,3.1335470251086644e-05,0
312,6,1006,0.6875,4.3737574552683895,6.990707984212912e-05,0
313,6,1009,0.6875,4.360753221010902,7.980160452551613e-05,0
314,8,1011,0.6875,4.3521266073194855,6.692977242521511e-05,0
315,7,1013,0.6875,4.343534057255676,3.2015134535701153e-05,0
316,7,1017,0.6875,4.424778761061947,9.527387931168744e-05,0
317,8,1021,0.6875,4.407443682664055,9.517689460064023e-05,0
318,8,1023,0.6875,4.398826979472141,8.456970052928722e-05,0
319,8,1027,0.6875,4.381694255111976,9.7003218003959e-05,0
320,7,1030,0.6875,4.368932038834951,8.231661211421466e-05,0
321,7,1033,0.6875,4.356243949661181,4.332558424411248e-05,0
322,8,1036,0.6875,4.343629343629344,7.83688709942024e-05,0
323,6,1040,0.6875,4.326923076923077,3.2290870919181287e-05,0
324,7,1042,0.6875,4.318618042226487,9.442285850322202e-05,0
325,8,1044,0.6875,4.406130268199234,5.442481523769105e-05,0
326,8,1048,0.6875,4.3893129770992365,7.21839219246974e-05,0
327,7,1050,0.6875,4.380952380952381,6.777725590638972e-05,0
328,7,1054,0.6875,4.364326375711575,1.0412197182052634e-05,0
329,6,1057,0.6875,4.351939451277199,6.551017414133413e-05,0
330,7,1060,0.6875,4.339622641509433,7.239067636137285e-05,0
331,7,1063,0.6875,4.327375352775165,6.212644669826968e-05,0
332,8,1065,0.6875,4.31924882629108,6.743353630936414e-05,0
333,8,1068,0.6875,4.307116104868914,4.3988962593585204e-05,0
334,7,1071,0.6875,4.295051353874883,7.60695597774577e-05,0
335,8,1075,0.6875,4.372093023255814,6.0203600888890714e-05,0
336,8,1079,0.6875,4.355885078776645,4.557613734600151e-05,0
337,8,1082,0.6875,4.436229205175601,8.240038523112654e-05,0
338,7,1086,0.6875,4.41988950276243,7.291500063856687e-05,0
339,7,1089,0.6875,4.40771349862259,7.004143770176869e-05,0
340,8,1092,0.6875,4.395604395604396,5.8668954424154795e-05,0
341,6,1094,0.6875,4.387568555758683,3.3919195337859594e-05,0
342,7,1096,0.6875,4.37956204379562,6.946873780131723e-05,0
343,7,1100,0.6875,4.454545454545455,4.22120024926411e-05,0
344,6,1102,0.6875,4.4464609800362975,8.096445015222251e-05,0
345,7,1105,0.6875,4.4343891402714934,8.58866394218907e-05,0
346,6,1108,0.6875,4.422382671480144,7.006991112160427e-05,0
347,7,1111,0.6875,4.41044104410441,6.584227202244322e-05,0
348,7,1113,0.6875,4.40251572327044,1.565205570545974e-05,0
349,8,1115,0.6875,4.394618834080718,8.866231037141895e-05,0
350,7,1119,0.6875,4.378909740840036,8.736434422255497e-05,0
351,8,1123,0.6875,4.363312555654497,3.45297811786039e-05,0
352,8,1126,0.6875,4.351687388987567,3.6339272367106935e-05,0
353,8,1129,0.6875,4.340124003542958,2.8080155175347353e-05,0
354,8,1132,0.6875,4.328621908127209,8.049010246089766e-05,0
355,6,1134,0.6875,4.320987654320987,1.9748870348265983e-05,0
356,6,1138,0.6875,4.305799648506151,1.7594087232752297e-05,0
357,6,1141,0.6875,4.294478527607362,2.491187841665372e-05,0
358,8,1143,0.6875,4.286964129483815,6.182944343550309e-05,0
359,7,1146,0.6875,4.275741710296685,6.570558988309942e-05,0
360,7,1150,0.6875,4.260869565217392,2.61286588893239e-05,0
361,7,1153,0.6875,4.24978317432784,5.210963390030597e-05,0
362,8,1156,0.6875,4.2387543252595155,2.7119210514303542e-05,0
363,7,1160,0.6875,4.224137931034483,8.389048489250603e-05,0
364,8,1164,0.6875,4.29553264604811,2.1729570439277288e-05,0
365,8,1167,0.6875,4.284490145672665,4.874353843963971e-05,0
366,7,1170,0.6875,4.273504273504273,1.0069926552680263e-05,0
367,8,1173,0.6875,4.262574595055414,6.753140309394038e-05,0
368,7,1176,0.6875,4.2517006802721085,1.4982666875452277e-05,0
369,7,1178,0.6875,4.244482173174872,5.5077954149037694e-05,0
370,6,1180,0.6875,4.23728813559322,4.1189388614097304e-05,0
371,7,1182,0.6875,4.230118443316413,8.220876698580337e-05,0
372,8,1186,0.6875,4.215851602023609,8.11711743578838e-05,0
373,8,1190,0.6875,4.285714285714286,2.4405560815686988e-05,0
374,6,1192,0.6875,4.278523489932886,5.791052563357102e-05,0
375,7,1195,0.6875,4.351464435146443,8.391001767603406e-06,0
376,6,1198,0.6875,4.340567612687813,2.1126168491114006e-05,0
377,8,1201,0.6875,4.329725228975854,8.269993026402798e-05,0
378,7,1204,0.6875,4.318936877076411,7.473396174182632e-05,0
379,7,1207,0.6875,4.308202154101077,2.3897780603886053e-05,0
380,8,1211,0.6875,4.293971924029727,5.1500783413743685e-05,0
381,7,1214,0.6875,4.2833607907743,3.193530238389348e-05,0
382,8,1216,0.6875,4.276315789473684,6.38410850151787e-05,0
383,7,1219,0.6875,4.2657916324856435,7.830881494525461e-05,0
384,6,1222,0.6875,4.25531914893617,6.916791659746776e-05,0
385,8,1226,0.6875,4.241435562805873,4.202096839753132e-05,0
386,7,1229,0.6875,4.312449145646868,3.208461282040045e-05,0
387,8,1233,0.6875,4.29845904298459,8.702644842493812e-06,0
388,7,1237,0.6875,4.284559417946645,8.966574560078787e-06,0
389,8,1241,0.6875,4.27074939564867,1.0878270314691283e-05,0
390,8,1243,0.6875,4.263877715205148,5.067611969832146e-05,0
391,4,1245,0.6875,4.257028112449799,8.219417145939172e-06,0
392,6,1247,0.6875,4.250200481154772,5.919123682801326e-05,0
393,8,1249,0.6875,4.323458767013611,1.4756506805591062e-05,0
394,8,1252,0.6875,4.313099041533546,5.0569414818302554e-05,0
395,8,1255,0.6875,4.302788844621515,6.483140800146238e-05,0
396,8,1258,0.6875,4.292527821939586,1.699692644427384e-05,0
397,6,1262,0.6875,4.27892234548336,7.42279489047796e-05,0
398,6,1266,0.6875,4.265402843601896,4.703310583155336e-05,0
399,8,1268,0.6875,4.2586750788643535,2.153152248738053e-05,0
400,6,1272,0.6875,4.245283018867925,1.803468109686941e-05,0
401,7,1274,0.6875,4.23861852433281,2.3623262928253585e-05,0
402,8,1278,0.6875,4.303599374021909,2.712010147654173e-05,0
403,7,1281,0.6875,4.29352068696331,7.045803559371317e-05,0
404,8,1285,0.6875,4.280155642023346,4.578797684266182e-05,0
405,8,1288,0.6875,4.270186335403727,5.424218820910488e-05,0
406,8,1292,0.6875,4.256965944272446,4.315844856439322e-05,0
407,7,1296,0.6875,4.243827160493828,4.064300311984071e-05,0
408,7,1299,0.6875,4.234026173979984,7.497861877336359e-05,0
409,8,1301,0.6875,4.227517294388932,2.6558154120162513e-05,0
410,8,1303,0.6875,4.22102839600921,5.780775265956777e-05,0
411,8,1307,0.6875,4.208110175975516,3.133809687747063e-05,0
412,6,1310,0.6875,4.2748091603053435,5.803765164096977e-05,0
413,7,1312,0.6875,4.2682926829268295,1.95862455061897e-05,0
414,4,1314,0.6875,4.26179604261796,2.3219499764646065e-05,0
415,7,1318,0.6875,4.24886191198786,7.223649358064938e-05,0
416,8,1321,0.6875,4.239212717638153,3.05567839088828e-05,0
417,8,1325,0.6875,4.226415094339623,3.7464713885417014e-05,0
418,8,1327,0.6875,4.220045214770158,6.99379652965792e-05,0
419,7,1329,0.6875,4.213694507148231,1.9597789996454066e-05,0
420,8,1332,0.6875,4.2042042042042045,3.5557540416420956e-05,0
421,8,1335,0.6875,4.194756554307117,5.391660758611797e-05,0
422,7,1338,0.6875,4.260089686098654,2.4782028217693343e-05,0
423,8,1341,0.6875,4.250559284116331,5.8844636597745134e-05,0
424,7,1343,0.6875,4.244229337304542,5.473751745182341e-05,0
425,7,1345,0.6875,4.237918215613383,5.241621436215681e-05,0
426,8,1347,0.6875,4.231625835189309,7.027048504389615e-05,0
427,8,1350,0.6875,4.222222222222222,3.5405733752175004e-05,0
428,8,1353,0.6875,4.212860310421286,4.682057548830045e-05,0
429,8,1355,0.6875,4.280442804428045,2.1772013463463916e-05,0
430,8,1359,0.6875,4.267844002943341,3.6227018399157764e-05,0
431,8,1362,0.6875,4.258443465491924,2.8558433767506743e-05,0
432,7,1365,0.6875,4.249084249084249,1.0542823351720045e-05,0
