SimulationID,Router,Closeness,Reach_norm,Degree,Betweenness,CMBA,Average_CMBA
LRU_iter_166,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_167,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_168,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_169,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_170,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_171,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_172,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_173,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_174,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_175,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_176,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_177,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_178,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_179,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_180,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_181,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_182,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_183,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_184,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_185,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_186,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_187,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_188,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_189,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_190,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_191,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_192,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_193,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_194,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_195,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_196,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_197,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
LRU_iter_198,Router32,0.1853932584269663,1.0,0.1515151515151515,1.4507575757575757,0.6969164964249235,0.2629977887584597
